block_idx,rows,bias_type,stop_at,final_entropy,entropy_curve
2477,49520-49539,physical-appearance,18,5.61713310370605,"[4.366298967782153, 4.595916994369331, 4.832741688797661, 4.950278070039332, 4.877764620810572, 4.953902559457298, 4.98287140978594, 5.234923017686761, 5.402258057637892, 5.411857881896714, 5.42538546162403, 5.462825978596582, 5.548633711373993, 5.545962447813876, 5.5928169897504425, 5.59614724559202, 5.569610241546519, 5.567526868517644, 5.629722360247047, 5.61713310370605]"
2478,49540-49559,race-color,-1,5.971079510923586,"[4.506179080388922, 4.896356481407397, 4.873622638779858, 5.029819980722586, 4.999693854938093, 4.969085931686385, 5.054793596486377, 5.384317281693805, 5.490807802192761, 5.52415324912293, 5.650184267333614, 5.721077144534152, 5.809237074794187, 5.855346062048594, 5.85383130469389, 5.830646840014544, 5.877910065699554, 5.944444667024006, 5.969825288331404, 5.971079510923586]"
2479,49560-49579,race-color,12,5.168804084277492,"[4.2461977277952645, 4.301787198313177, 4.534584358008889, 4.505181276264206, 4.5723823658619835, 4.766525894005556, 4.720818749356123, 4.927275334183906, 5.041311017423387, 5.017517669014303, 5.027917498433718, 5.034436310268511, 5.041547767935004, 5.110101036468412, 5.134288666060249, 5.172739471594375, 5.2170742355071065, 5.209617957261378, 5.187189113130345, 5.168804084277492]"
2480,49580-49599,race-color,-1,5.402647960546274,"[4.115202091768645, 3.9110144697686295, 4.213737448962677, 4.479747491986527, 4.730939968077774, 4.765713673353984, 4.78900021484115, 4.86880450013086, 5.072728490964403, 5.172250400483725, 5.2718677824372895, 5.308886082719809, 5.335421503557693, 5.298341523211136, 5.329245162670656, 5.3373488505421935, 5.319369282823278, 5.348772789656373, 5.38483825222314, 5.402647960546274]"
2481,49600-49619,race-color,-1,5.542604122563267,"[3.8111227973929624, 4.462938735220724, 4.605775922016927, 4.736702919142939, 4.94044964497076, 4.869045495258403, 4.894723638715039, 5.097499421455216, 5.114020390419938, 5.282856604963468, 5.34256882478258, 5.445628154159614, 5.385779853680761, 5.435385436114179, 5.553483912062522, 5.537111959242887, 5.5208221604453, 5.57404055819219, 5.5612693988828985, 5.542604122563267]"
2482,49620-49639,religion,17,5.975009725503443,"[4.2461977277952645, 4.563997559392185, 4.7747380884273865, 5.063252305550836, 5.173753336496042, 5.220996136781673, 5.300616102079633, 5.6866346403040655, 5.8027468547514545, 5.928946162754797, 5.932149939641611, 5.963706679996486, 6.004703281593462, 6.067767969244317, 6.074728086848333, 6.037609971567747, 6.015693045523945, 6.015322432454105, 5.995774758124493, 5.975009725503443]"
2483,49640-49659,religion,14,5.315966969239086,"[3.9711408632873955, 4.215165290589809, 4.430567422122815, 4.73716417055472, 4.860379663589775, 4.935590473191122, 5.009420041093584, 5.135841157496322, 5.183762824892694, 5.220363285660267, 5.241897709845064, 5.240098329627101, 5.241533622400799, 5.214957537688464, 5.238284172576546, 5.321948362329528, 5.28964266290202, 5.284310497989551, 5.309181431258809, 5.315966969239086]"
2484,49660-49679,religion,-1,5.189157460536446,"[3.6311790803889217, 4.095267792849744, 4.20220030644301, 4.08159757940529, 4.297195511552055, 4.2789651750324404, 4.328112434189366, 4.480855525006449, 4.6591946641001405, 4.763823374521517, 4.899510386825717, 5.019662815390219, 5.0665478676120275, 5.069647189187912, 5.122266044144607, 5.102394290801446, 5.10728485263546, 5.15753354602559, 5.215144976930786, 5.189157460536446]"
2485,49680-49699,religion,17,5.568381169831683,"[4.115202091768645, 4.462938735220724, 4.511936352346427, 4.66554976212197, 4.795364886439538, 4.867814076029954, 4.964192200586274, 5.305218707102898, 5.3812091737375605, 5.428418083214429, 5.51195905093622, 5.567260907765967, 5.540524516773139, 5.607082066151465, 5.569681478060447, 5.57677965862017, 5.579870076194983, 5.582383954434836, 5.570582205140062, 5.568381169831683]"
2486,49700-49719,religion,15,5.884977426903256,"[3.867806862637329, 4.2669908815449595, 4.919977591860698, 4.91197772874351, 5.133123381064421, 5.055831571974704, 5.082546396239197, 5.431312333951739, 5.580359164912379, 5.744326416005738, 5.790103332920683, 5.841476842325998, 5.826457335504235, 5.788488576528681, 5.804987432225633, 5.856076434197085, 5.8470484646601255, 5.835181817318779, 5.881796477451518, 5.884977426903256]"
2487,49720-49739,religion,11,5.334028496247478,"[3.9711408632873955, 4.68322640449475, 5.027570857851756, 5.065383437792837, 5.16928801354332, 5.112476484909949, 5.1824446026413264, 5.313416402314914, 5.311171795844282, 5.326037815640951, 5.3402070892200095, 5.350145467831612, 5.35544272424061, 5.435791544451253, 5.432423678152735, 5.4243057058651445, 5.4086371177787536, 5.372269266894404, 5.362124907089982, 5.334028496247478]"
2488,49740-49759,religion,16,5.228449584786797,"[4.2461977277952645, 4.356664702041413, 4.497737227011043, 4.625189910015086, 4.770634480889859, 4.854219425822525, 4.848870748371267, 4.916228805955048, 4.949507479606016, 5.078128493528032, 5.133312155414559, 5.141514081691106, 5.2356142274159545, 5.222968518804148, 5.199446838415713, 5.186375482186208, 5.212365268944803, 5.221139429927137, 5.207933623074302, 5.228449584786797]"
2489,49760-49779,religion,18,5.514078449674032,"[4.2461977277952645, 4.766039829235136, 4.759191755812676, 4.712721384652771, 4.820495128043774, 4.89272999854242, 4.9084467283034146, 5.090089734004923, 5.370140726326783, 5.363045429846374, 5.3618300282581, 5.412146334998759, 5.440299165077925, 5.488570413133143, 5.5248767650499895, 5.480463870254167, 5.489793709329923, 5.485948372657483, 5.506957807870654, 5.514078449674032]"
2490,49780-49799,gender,19,5.92435991923276,"[4.676263300416702, 5.018743140011869, 5.1000572682463305, 5.250137932698949, 5.366166266266727, 5.412918223402512, 5.36582390669839, 5.571136370373379, 5.692516182804694, 5.71368024583753, 5.834373515594623, 5.820255476787137, 5.839785012862112, 5.890734351550269, 5.9047148331462855, 5.987696706308472, 5.97521625349442, 5.994721840154617, 5.971367831634497, 5.92435991923276]"
2491,49800-49819,gender,14,5.172580473229961,"[4.156964543132577, 4.653030904408212, 4.5979083458933045, 4.855554703956781, 5.007106988866841, 5.020271973173129, 4.930034840471026, 5.041557093238828, 5.028119854794794, 5.081307326543236, 5.126330320650172, 5.118404294497166, 5.1112873287324545, 5.08244496835336, 5.0506605504918145, 5.089707390866132, 5.1053732249118235, 5.172042755008983, 5.190237477726342, 5.172580473229961]"
2492,49820-49839,gender,15,4.99853437665347,"[3.699006111242947, 3.943802993425196, 4.16597700766545, 4.389484439155691, 4.362921638781542, 4.41482646673708, 4.383740289849966, 4.556959152164945, 4.613117451685191, 4.746784824436536, 4.84796484835382, 4.932014887533411, 4.942262808197809, 4.923153008660895, 4.904813690177328, 4.925723115563806, 4.936281534439814, 4.970997309117333, 4.960222017250402, 4.99853437665347]"
2493,49840-49859,gender,-1,5.443952244673508,"[3.9711408632873955, 4.431375175477199, 4.301522852847983, 4.290793659436528, 4.591843154485379, 4.6396596931398175, 4.667091293621056, 4.918722449576856, 4.973059805127148, 5.156622140368172, 5.280371408484507, 5.290736298782302, 5.244074780295109, 5.310843239348917, 5.323922195555578, 5.320841706995411, 5.355047703327263, 5.348491429814315, 5.376439711676036, 5.443952244673508]"
2494,49860-49879,race-color,15,6.007917360718626,"[4.019418767758224, 4.477109666458649, 4.730024474637965, 5.153598433181731, 5.32816799437659, 5.210922738078779, 5.169846674003968, 5.486079493073105, 5.674788028010826, 5.810530749600198, 5.964044309807428, 6.023536944414922, 6.02799528361996, 6.034280369812118, 6.048626780017682, 6.07556286582014, 6.063408283823707, 6.043962934183932, 6.038631158807075, 6.007917360718626]"
2495,49880-49899,race-color,18,5.393664545650449,"[3.9711408632873955, 4.14867142413433, 4.580335115715766, 4.721748505351608, 4.799873734353747, 4.966056596720028, 4.931933874871556, 5.040809726450971, 5.1469061180329065, 5.13760190828785, 5.214884648005596, 5.25476237197957, 5.303864709973495, 5.355176673701651, 5.397341713052275, 5.395506229830006, 5.3925135284677665, 5.397862788544081, 5.3992092175531265, 5.393664545650449]"
2496,49900-49919,race-color,-1,5.310794319040607,"[4.2461977277952645, 4.301787198313177, 4.452742450871386, 4.332875344655602, 4.439093882307772, 4.378848163812215, 4.567470977534162, 4.719465161744054, 4.861041216733671, 4.940735554634843, 5.002079638016989, 5.0852373580562755, 5.141388262261236, 5.1983083960487395, 5.2418617974610875, 5.267423613648116, 5.282926666484823, 5.261636253456823, 5.317976451066144, 5.310794319040607]"
2497,49920-49939,race-color,17,5.650016574478758,"[4.2461977277952645, 4.52950254259692, 4.677015678136416, 4.9161304710976435, 5.1213949345701835, 5.016312822451807, 5.075320797208017, 5.217723746956713, 5.532404493248268, 5.65154544123825, 5.692206699282292, 5.659561404633371, 5.623304550297509, 5.669215713148363, 5.649988684382682, 5.650301907428454, 5.631262582878147, 5.668711750034016, 5.667107730553004, 5.650016574478758]"
2498,49940-49959,nationality,14,5.959835976751878,"[4.2461977277952645, 4.944049193862356, 5.184420893279026, 5.028084238274419, 5.053974614024716, 5.0214435317643105, 5.0567404944129155, 5.444509137048789, 5.684919962611406, 5.742971949843769, 5.880599657670003, 5.875441463079907, 5.8913552170122765, 5.9046155131982845, 5.909088472744048, 5.959229524206596, 5.966559501812625, 5.979201800369898, 5.956420004027352, 5.959835976751878]"
2499,49960-49979,nationality,14,5.2392004296934855,"[4.366298967782153, 4.4058049280312614, 4.555887742020046, 4.602672822411256, 4.758698695984188, 4.787863848662132, 4.739389184085948, 4.96353887871232, 5.082842253082457, 5.244448725559593, 5.2897973636905995, 5.3029998096022375, 5.315060616841431, 5.299206434927421, 5.28400366818158, 5.294925616476477, 5.29558143703637, 5.282216517786851, 5.263415500873745, 5.2392004296934855]"
2500,49980-49999,nationality,-1,5.196234598775852,"[3.9711408632873955, 4.0719364737243104, 4.273965106079548, 4.354776651899303, 4.308877600443887, 4.263028935323986, 4.454857512695865, 4.608158501457421, 4.789862513395053, 4.814090186309783, 4.855389157935631, 4.946221692747886, 4.958581038572367, 4.9794343771640115, 5.019009956853, 5.116462589049967, 5.179133680360489, 5.185331417371711, 5.169180923190271, 5.196234598775852]"
2501,50000-50019,nationality,16,5.49197078927779,"[4.2461977277952645, 4.529502542596919, 4.6453910280647595, 4.6782672074476706, 4.616169920984212, 4.838134304115972, 4.82384151846962, 5.0657318631360395, 5.211600055099935, 5.358027942510439, 5.406763102194288, 5.47630920025348, 5.57749995954198, 5.556400147750798, 5.555144225360208, 5.531940425552045, 5.519816656889596, 5.515195419262828, 5.491505633146646, 5.49197078927779]"
2502,50020-50039,religion,5,5.914424254664579,"[4.700011686281852, 5.125562132666475, 5.097981370440233, 5.0696055093431545, 5.0527785806806715, 4.976136602147323, 4.946816505438883, 5.318435007162216, 5.529957050602863, 5.676571507701022, 5.808108705888848, 5.827630494628691, 5.8728737408743905, 5.939529886095562, 5.954613350498907, 5.936432478164414, 5.979287483544088, 5.942593546556686, 5.930677145133665, 5.914424254664579]"
2503,50040-50059,religion,20,5.30947717892663,"[3.425652796724303, 3.854455609238173, 3.897459811213656, 4.05307777182248, 4.429621480945484, 4.480283813389463, 4.782750079509759, 4.934284754022465, 5.153818886473124, 5.201826944970189, 5.246561956351553, 5.223301984678507, 5.2747052362592255, 5.348383102540657, 5.341518624150336, 5.314419129512852, 5.377724144242207, 5.36368209006538, 5.324264622622373, 5.30947717892663]"
2504,50060-50079,religion,-1,5.4010818121651285,"[4.366298967782153, 4.4313751754772, 4.652664468389207, 4.755413967805097, 4.643189334116407, 4.749483979861993, 4.724783673214772, 4.873407578773219, 4.994737385078404, 5.0897602482297, 5.1537041149890825, 5.185958435017383, 5.254713568772446, 5.236583896884626, 5.314526867215257, 5.365196274351439, 5.382073793364612, 5.416875720510294, 5.409938843631973, 5.4010818121651285]"
2505,50080-50099,religion,-1,5.56705075156929,"[3.8111227973929624, 4.054736607154051, 4.501444870365804, 4.4625725510235625, 4.574114401834002, 4.603009107511563, 4.657574242393433, 5.055849297635907, 5.21067081526804, 5.220749187079951, 5.3858520412128055, 5.389385253481691, 5.4431760300795204, 5.464447380761967, 5.519910155819772, 5.552419130189466, 5.525524557845956, 5.554036934304373, 5.545093797597484, 5.56705075156929]"
2506,50100-50119,sexual-orientation,20,5.989037169930472,"[4.580148281356701, 4.750069307378042, 4.802014323660459, 5.156199238704905, 5.109867860085945, 5.121470350977669, 5.160011762645785, 5.455191501525642, 5.572111751709239, 5.628805170989519, 5.747838915705012, 5.853235187988088, 5.934334950281889, 5.995833442060674, 6.0439870305806425, 6.02637065052321, 6.053817415174216, 6.025802167739125, 6.008799513663708, 5.989037169930472]"
2507,50120-50139,sexual-orientation,-1,5.324525049337165,"[3.8111227973929624, 4.653200157162577, 4.677015678136416, 4.785864419599965, 4.903941813225421, 4.894042212225845, 5.087883533817709, 5.165793574957049, 5.201980406479875, 5.184532467537749, 5.18737641884541, 5.208603218970609, 5.28560844302184, 5.229834153444015, 5.2624041670855295, 5.252180055381621, 5.275971786887663, 5.2880247342503095, 5.315692388719759, 5.324525049337165]"
2508,50140-50159,sexual-orientation,20,5.409114512499062,"[3.9711408632873955, 4.190803983176275, 4.364676690094365, 4.579689933487775, 4.6114414888709625, 4.820211195444596, 4.840734247235843, 4.947663660504262, 5.025902384151254, 5.068580018752506, 5.126256143494474, 5.179111192303345, 5.2238611667947445, 5.260618053299083, 5.370214754524713, 5.414275806757385, 5.448400266021889, 5.4234194777371565, 5.425916916754465, 5.409114512499062]"
2509,50160-50179,sexual-orientation,-1,5.485220392765078,"[4.2461977277952645, 4.2669908815449595, 4.180171953783809, 4.148332214709936, 4.237482119689116, 4.443585058405529, 4.513116352999889, 4.818037677942902, 4.9723972111101435, 5.098725804164307, 5.119047773695204, 5.24508025486794, 5.287504361321495, 5.294076184862968, 5.355178913871284, 5.327247510124291, 5.389773228133216, 5.41271945836782, 5.401728095516749, 5.485220392765078]"
2510,50180-50199,socioeconomic,18,5.862367211183701,"[4.477177619613196, 4.52221919676744, 4.734369346940534, 4.888361991134439, 4.996380754335989, 5.049951120378842, 5.055634452946814, 5.443516800780137, 5.629646049012863, 5.696919873661411, 5.755555397224247, 5.8054768823900105, 5.845494793620405, 5.874875353255826, 5.895999723845598, 5.881798415446033, 5.888437520037435, 5.863420713604077, 5.892441531582372, 5.862367211183701]"
2511,50200-50219,socioeconomic,-1,5.1494904470317096,"[4.477177619613196, 4.482527514350811, 4.512751313324991, 4.423680491566609, 4.447484826103274, 4.391945781335139, 4.481173741422184, 4.609851658315058, 4.705206141473744, 4.874937167025831, 4.979640150410488, 5.038019856509509, 5.018227804030378, 5.075198655629789, 5.0759492363880625, 5.119397913151276, 5.102961662552946, 5.106292446152006, 5.1411533348316745, 5.1494904470317096]"
2512,50220-50239,socioeconomic,-1,5.285890936698044,"[4.366298967782153, 4.2557485543137705, 4.212591676206838, 4.323150296961661, 4.481271962482019, 4.53860722990991, 4.733717913592783, 4.85112743223525, 4.897049587878651, 4.965922607414767, 5.017058544112863, 5.0749527330116875, 5.134297550698299, 5.156355892760177, 5.171826357208758, 5.205145564709606, 5.226745401592195, 5.277466515017126, 5.275111263707655, 5.285890936698044]"
2513,50240-50259,socioeconomic,15,5.494930818942385,"[4.366298967782153, 4.527671269886965, 4.637402417796195, 4.799389623085702, 4.903834563059863, 4.902347965481682, 4.853608699974919, 5.145127585314528, 5.246917392566898, 5.256264642683236, 5.370017245515383, 5.41089335615762, 5.396933182941457, 5.403307122335302, 5.414285522441391, 5.381714155596716, 5.38564952322133, 5.430145415097143, 5.418262844088499, 5.494930818942385]"
2514,50260-50279,age,-1,5.903666207123807,"[4.676263300416702, 5.0599236946159545, 5.167798164268875, 5.206220422393505, 5.107244861449969, 5.109599449829072, 5.167593848618742, 5.4925993706548715, 5.700723178898441, 5.743208166750218, 5.845963293811661, 5.857883225829365, 5.831642095783377, 5.853568424377665, 5.874997202569318, 5.890163922075809, 5.925076434173999, 5.899906015382953, 5.92131408817558, 5.903666207123807]"
2515,50280-50299,age,18,5.33698774301166,"[4.366298967782153, 4.405804928031261, 4.745265268469977, 4.711277481498573, 4.807681192514746, 4.848937391722295, 4.947648569772623, 5.094294013987804, 5.172178679356979, 5.169110082990984, 5.297676232077733, 5.325394430954271, 5.356367205046185, 5.339799024232825, 5.382759067880076, 5.365381180150567, 5.326953094217177, 5.335160555264058, 5.356620707741806, 5.33698774301166]"
